"id";"latitude";"longitude";"PM10";"PM25";"NO2";"CO";"CO2";"timestamp";"date";"hour";"minute";"deviceID"
"39652";"48.7308";"2.28894";"28.77";"7";"10";"10";"10";"20200706071113";"2020-07-06";"9";"11";"PBK002"
"39653";"48.7311";"2.29057";"86.99";"0";"10";"10";"10";"20200706071143";"2020-07-06";"9";"11";"PBK004"
"39654";"48.731";"2.29056";"10.28";"2.81";"10";"10";"10";"20200706071148";"2020-07-06";"9";"11";"PBK002"
"39655";"48.7316";"2.29173";"122.23";"55.99";"10";"10";"10";"20200706071217";"2020-07-06";"9";"12";"PBK004"
"39656";"48.7319";"2.29204";"20.87";"11.47";"10";"10";"10";"20200706071222";"2020-07-06";"9";"12";"PBK002"
"39657";"48.7329";"2.29401";"416.06";"3.13";"10";"10";"10";"20200706071252";"2020-07-06";"9";"12";"PBK004"
"39658";"48.7328";"2.29449";"128.04";"12.94";"10";"10";"10";"20200706071257";"2020-07-06";"9";"12";"PBK002"
"39659";"48.7328";"2.29667";"92.84";"4.8";"10";"10";"10";"20200706071327";"2020-07-06";"9";"13";"PBK004"
"39660";"48.733";"2.29653";"46.34";"13.76";"10";"10";"10";"20200706071332";"2020-07-06";"9";"13";"PBK002"
"39661";"48.7346";"2.29574";"247.21";"5.58";"10";"10";"10";"20200706071402";"2020-07-06";"9";"14";"PBK004"
"39662";"48.7351";"2.29532";"94.78";"11.94";"10";"10";"10";"20200706071412";"2020-07-06";"9";"14";"PBK002"
"39663";"48.7362";"2.29466";"70.56";"12.53";"10";"10";"10";"20200706071437";"2020-07-06";"9";"14";"PBK004"
"39664";"48.7367";"2.29437";"9.56";"3.84";"10";"10";"10";"20200706071447";"2020-07-06";"9";"14";"PBK002"
"39665";"48.737";"2.29419";"29.57";"8.86";"10";"10";"10";"20200706071512";"2020-07-06";"9";"15";"PBK004"
"39666";"48.7369";"2.29349";"12.36";"10.74";"10";"10";"10";"20200706071522";"2020-07-06";"9";"15";"PBK002"
"39667";"48.7362";"2.29216";"27.63";"1.52";"10";"10";"10";"20200706071548";"2020-07-06";"9";"15";"PBK004"
"39668";"48.7366";"2.29167";"9.89";"8.74";"10";"10";"10";"20200706071557";"2020-07-06";"9";"15";"PBK002"
"39669";"48.7377";"2.29084";"42.86";"35.93";"10";"10";"10";"20200706071622";"2020-07-06";"9";"16";"PBK004"
"39670";"48.7384";"2.29056";"16.3";"9.77";"10";"10";"10";"20200706071633";"2020-07-06";"9";"16";"PBK002"
"39671";"48.7379";"2.28893";"77.73";"14.22";"10";"10";"10";"20200706071659";"2020-07-06";"9";"16";"PBK004"
"39672";"48.7378";"2.28815";"23";"37";"10";"10";"10";"20200706071708";"2020-07-06";"9";"17";"PBK002"
"39673";"48.7371";"2.28551";"36.1";"29.97";"10";"10";"10";"20200706071743";"2020-07-06";"9";"17";"PBK002"
"39674";"48.7359";"2.28465";"4.25";"9.29";"10";"10";"10";"20200706071819";"2020-07-06";"9";"18";"PBK002"
"39675";"48.7356";"2.28462";"59.76";"12.1";"10";"10";"10";"20200706071825";"2020-07-06";"9";"18";"PBK004"
"39676";"48.7345";"2.28474";"12.8";"9.81";"10";"10";"10";"20200706071854";"2020-07-06";"9";"18";"PBK002"
"39677";"48.7344";"2.28243";"7.73";"9.25";"10";"10";"10";"20200706071929";"2020-07-06";"9";"19";"PBK002"
"39678";"48.7344";"2.28029";"73.68";"37.47";"10";"10";"10";"20200706072004";"2020-07-06";"9";"20";"PBK002"
"39679";"48.7343";"2.27998";"109.09";"16.6";"10";"10";"10";"20200706072009";"2020-07-06";"9";"20";"PBK004"
"39680";"48.7336";"2.27801";"25.78";"2.91";"10";"10";"10";"20200706072039";"2020-07-06";"9";"20";"PBK002"
"39681";"48.7333";"2.27753";"87.95";"5.68";"10";"10";"10";"20200706072048";"2020-07-06";"9";"20";"PBK004"
"39682";"48.7333";"2.27603";"50.86";"12.21";"10";"10";"10";"20200706072114";"2020-07-06";"9";"21";"PBK002"
"39683";"0";"0";"65.02";"0.66";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39684";"0";"0";"58.09";"0.57";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39685";"0";"0";"61.92";"0.6";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39686";"0";"0";"50.73";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39687";"0";"0";"47.45";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39688";"0";"0";"47.11";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39689";"0";"0";"46.04";"1.09";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39690";"0";"0";"36.65";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39691";"0";"0";"38.43";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39692";"0";"0";"50.08";"0.01";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39693";"0";"0";"44.08";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39694";"0";"0";"47.25";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39695";"0";"0";"35.17";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39696";"0";"0";"45";"1.22";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39697";"0";"0";"46.83";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39698";"0";"0";"44.13";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39699";"0";"0";"58.98";"0.61";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39700";"0";"0";"35";"0.85";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39701";"0";"0";"42.24";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39702";"0";"0";"38.74";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39703";"0";"0";"3.25";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39704";"0";"0";"1.21";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39705";"0";"0";"1.02";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39706";"0";"0";"3.97";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39707";"0";"0";"1.98";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39708";"0";"0";"1.11";"0.7";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39709";"0";"0";"0.63";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39710";"0";"0";"1.29";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39711";"0";"0";"1.82";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39712";"0";"0";"1.49";"1.36";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39713";"0";"0";"3.2";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39714";"0";"0";"2.57";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39715";"0";"0";"4.87";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39716";"0";"0";"0.43";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39717";"0";"0";"5.36";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39718";"0";"0";"6.21";"2.78";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39719";"0";"0";"9.78";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39720";"0";"0";"0.9";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39721";"0";"0";"0.79";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39722";"0";"0";"5.69";"0.04";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39723";"0";"0";"20.18";"0.4";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39724";"0";"0";"1.89";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39725";"0";"0";"13.02";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39726";"0";"0";"28.9";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39727";"0";"0";"2.12";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39728";"0";"0";"1.28";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39729";"0";"0";"3.81";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39730";"0";"0";"17.85";"12.84";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39731";"0";"0";"3.19";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39732";"0";"0";"3.67";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39733";"0";"0";"0.96";"0.34";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39734";"0";"0";"3.56";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39735";"0";"0";"0.38";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39736";"0";"0";"1.28";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39737";"0";"0";"0.14";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39738";"0";"0";"0.22";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39739";"0";"0";"0";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39740";"0";"0";"0.8";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39741";"0";"0";"0.56";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39742";"0";"0";"0.2";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39743";"0";"0";"4.08";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39744";"0";"0";"3.27";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39745";"0";"0";"0";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39746";"0";"0";"2.38";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39747";"0";"0";"1.4";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39748";"0";"0";"1.67";"1.18";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39749";"0";"0";"5.41";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39750";"0";"0";"0.35";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39751";"0";"0";"0.29";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39752";"0";"0";"1.54";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39753";"0";"0";"1.56";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39754";"0";"0";"2.01";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39755";"0";"0";"1.25";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39756";"0";"0";"6.9";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39757";"0";"0";"1.45";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39758";"0";"0";"3.65";"0.94";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39759";"0";"0";"1.58";"0.65";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39760";"0";"0";"2.39";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39761";"0";"0";"4.27";"1.01";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39762";"0";"0";"1.6";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39763";"0";"0";"5.63";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39764";"0";"0";"1.17";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39765";"0";"0";"2.67";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39766";"0";"0";"3.38";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39767";"0";"0";"3.55";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39768";"0";"0";"0.44";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39769";"0";"0";"2.27";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39770";"0";"0";"0.82";"0";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK001"
"39771";"48.7303";"2.25068";"1.03";"0";"10";"10";"10";"20200706141150";"2020-07-06";"16";"11";"PBK001"
"39772";"48.7301";"2.25082";"2.5";"0";"10";"10";"10";"20200706141222";"2020-07-06";"16";"12";"PBK001"
"39773";"48.7301";"2.25082";"1.92";"0";"10";"10";"10";"20200706141222";"2020-07-06";"16";"12";"PBK001"
"39774";"48.7303";"2.25055";"1.22";"0";"10";"10";"10";"20200706141323";"2020-07-06";"16";"13";"PBK001"
"39775";"48.7303";"2.25055";"1.45";"0";"10";"10";"10";"20200706141323";"2020-07-06";"16";"13";"PBK001"
"39776";"48.7303";"2.25055";"0.55";"0";"10";"10";"10";"20200706141323";"2020-07-06";"16";"13";"PBK001"
"39777";"48.7303";"2.25055";"2.04";"0.28";"10";"10";"10";"20200706141323";"2020-07-06";"16";"13";"PBK001"
"39778";"48.7303";"2.25055";"33.93";"2.8";"10";"10";"10";"20200706141323";"2020-07-06";"16";"13";"PBK001"
"39779";"48.7303";"2.25055";"30.81";"3.91";"10";"10";"10";"20200706141323";"2020-07-06";"16";"13";"PBK001"
"39780";"48.7302";"2.25074";"71.02";"0.6";"10";"10";"10";"20200706141628";"2020-07-06";"16";"16";"PBK001"
"39781";"48.7302";"2.25074";"4.74";"0";"10";"10";"10";"20200706141628";"2020-07-06";"16";"16";"PBK001"
"39782";"48.73";"2.251";"1.79";"2.3";"10";"10";"10";"20200706141730";"2020-07-06";"16";"17";"PBK001"
"39783";"48.73";"2.251";"7.26";"0.29";"10";"10";"10";"20200706141730";"2020-07-06";"16";"17";"PBK001"
"39784";"48.7301";"2.25053";"11.45";"1.53";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39785";"48.7301";"2.25053";"21.82";"4.62";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39786";"48.7301";"2.25053";"11.53";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39787";"48.7301";"2.25053";"5.81";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39788";"48.7301";"2.25053";"7.7";"0.71";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39789";"48.7301";"2.25053";"5.04";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39790";"48.7301";"2.25053";"2.43";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39791";"48.7301";"2.25053";"3.83";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39792";"48.7301";"2.25053";"0.72";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39793";"48.7301";"2.25053";"0.8";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39794";"48.7301";"2.25053";"0.5";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39795";"48.7301";"2.25053";"0.95";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39796";"48.7301";"2.25053";"3.15";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39797";"48.7301";"2.25053";"0.56";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39798";"48.7301";"2.25053";"2.42";"0";"10";"10";"10";"20200706141855";"2020-07-06";"16";"18";"PBK001"
"39799";"48.7304";"2.25021";"1.18";"0";"10";"10";"10";"20200706142638";"2020-07-06";"16";"26";"PBK001"
"39800";"48.7303";"2.25052";"2.46";"0";"10";"10";"10";"20200706142708";"2020-07-06";"16";"27";"PBK001"
"39801";"48.7302";"2.25071";"3.11";"0";"10";"10";"10";"20200706142739";"2020-07-06";"16";"27";"PBK001"
"39802";"48.7301";"2.25073";"4.87";"0.06";"10";"10";"10";"20200706142810";"2020-07-06";"16";"28";"PBK001"
"39803";"48.7301";"2.25073";"14.28";"0";"10";"10";"10";"20200706142810";"2020-07-06";"16";"28";"PBK001"
"39804";"48.7301";"2.25073";"52.06";"0.57";"10";"10";"10";"20200706142810";"2020-07-06";"16";"28";"PBK001"
"39805";"48.7301";"2.25073";"5.5";"0";"10";"10";"10";"20200706142810";"2020-07-06";"16";"28";"PBK001"
"39806";"48.7301";"2.25073";"48.01";"7.77";"10";"10";"10";"20200706143041";"2020-07-06";"16";"30";"PBK001"
"39807";"48.7301";"2.25073";"103.45";"12.35";"10";"10";"10";"20200706143112";"2020-07-06";"16";"31";"PBK001"
"39808";"48.7301";"2.25073";"112.53";"16.63";"10";"10";"10";"20200706143143";"2020-07-06";"16";"31";"PBK001"
"39809";"48.7301";"2.25073";"183.92";"10.43";"10";"10";"10";"20200706143214";"2020-07-06";"16";"32";"PBK001"
"39810";"48.7301";"2.25073";"6.05";"7.69";"10";"10";"10";"20200706143244";"2020-07-06";"16";"32";"PBK001"
"39811";"48.7301";"2.25073";"14.86";"0";"10";"10";"10";"20200706143244";"2020-07-06";"16";"32";"PBK001"
"39812";"48.7301";"2.25073";"89.46";"28.47";"10";"10";"10";"20200706143346";"2020-07-06";"16";"33";"PBK001"
"39813";"48.7301";"2.25073";"33.93";"4.75";"10";"10";"10";"20200706143417";"2020-07-06";"16";"34";"PBK001"
"39814";"48.7301";"2.25074";"149.95";"1.44";"10";"10";"10";"20200706143448";"2020-07-06";"16";"34";"PBK001"
"39815";"48.7301";"2.25074";"26.4";"0";"10";"10";"10";"20200706143448";"2020-07-06";"16";"34";"PBK001"
"39816";"48.7301";"2.25074";"7.96";"1.23";"10";"10";"10";"20200706143448";"2020-07-06";"16";"34";"PBK001"
"39817";"48.7301";"2.25074";"15.6";"1.8";"10";"10";"10";"20200706143620";"2020-07-06";"16";"36";"PBK001"
"39818";"48.7301";"2.25074";"9.57";"1.19";"10";"10";"10";"20200706143651";"2020-07-06";"16";"36";"PBK001"
"39819";"48.7301";"2.25074";"20.26";"4.4";"10";"10";"10";"20200706143722";"2020-07-06";"16";"37";"PBK001"
"39820";"48.7301";"2.25074";"29.29";"15.53";"10";"10";"10";"20200706143752";"2020-07-06";"16";"37";"PBK001"
"39821";"48.7301";"2.25073";"46.06";"4.49";"10";"10";"10";"20200706143823";"2020-07-06";"16";"38";"PBK001"
"39822";"48.7301";"2.25073";"40.49";"5.22";"10";"10";"10";"20200706143854";"2020-07-06";"16";"38";"PBK001"
"39823";"0";"0";"5.07";"2.29";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK002"
"39824";"0";"0";"7.96";"16.22";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39825";"0";"0";"12.58";"2.36";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK002"
"39826";"0";"0";"13.72";"3.22";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK002"
"39827";"0";"0";"7.36";"24.83";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK002"
"39828";"0";"0";"37.42";"5.16";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39829";"0";"0";"124.08";"8.3";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK002"
"39830";"0";"0";"14.5";"13.99";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39831";"48.7324";"2.27944";"29.03";"20.28";"10";"10";"10";"20200707055732";"2020-07-07";"7";"57";"PBK002"
"39832";"0";"0";"26.3";"3.02";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39833";"0";"0";"21.98";"18.28";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39834";"0";"0";"23.97";"10.47";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39835";"48.731";"2.27379";"31.66";"6.13";"10";"10";"10";"20200707055909";"2020-07-07";"7";"59";"PBK002"
"39836";"48.7304";"2.27219";"19.61";"13.15";"10";"10";"10";"20200707055943";"2020-07-07";"7";"59";"PBK002"
"39837";"48.7297";"2.2701";"21.84";"10.87";"10";"10";"10";"20200707060018";"2020-07-07";"8";"0";"PBK002"
"39838";"0";"0";"21.32";"17.06";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39839";"48.7293";"2.26816";"70.11";"14.19";"10";"10";"10";"20200707060052";"2020-07-07";"8";"0";"PBK002"
"39840";"0";"0";"79.78";"12.08";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39841";"48.7286";"2.26607";"186.8";"35.97";"10";"10";"10";"20200707060127";"2020-07-07";"8";"1";"PBK002"
"39842";"0";"0";"96.02";"14.73";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39843";"48.7275";"2.26446";"40.87";"18.6";"10";"10";"10";"20200707060202";"2020-07-07";"8";"2";"PBK002"
"39844";"0";"0";"41.48";"15.67";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39845";"48.7263";"2.26288";"103.06";"11.09";"10";"10";"10";"20200707060237";"2020-07-07";"8";"2";"PBK002"
"39846";"0";"0";"116.67";"23.11";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39847";"48.726";"2.26223";"34.41";"9.36";"10";"10";"10";"20200707060312";"2020-07-07";"8";"3";"PBK002"
"39848";"0";"0";"40.78";"21.64";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39849";"48.7246";"2.26041";"141.8";"8.67";"10";"10";"10";"20200707060347";"2020-07-07";"8";"3";"PBK002"
"39850";"0";"0";"41.1";"32.66";"10";"10";"10";"00000000000";"0000-00-00";"2";"0";"PBK004"
"39851";"48.7233";"2.26157";"70.99";"5.7";"10";"10";"10";"20200707060423";"2020-07-07";"8";"4";"PBK002"
"39852";"48.7228";"2.26222";"16.16";"11.35";"10";"10";"10";"20200707060438";"2020-07-07";"8";"4";"PBK004"
"39853";"48.7221";"2.26132";"30.89";"27.94";"10";"10";"10";"20200707060458";"2020-07-07";"8";"4";"PBK002"
"39854";"48.7216";"2.26087";"52.92";"14.33";"10";"10";"10";"20200707060513";"2020-07-07";"8";"5";"PBK004"
"39855";"48.7207";"2.26153";"82.93";"9.99";"10";"10";"10";"20200707060533";"2020-07-07";"8";"5";"PBK002"
"39856";"48.7203";"2.26205";"28.77";"26.26";"10";"10";"10";"20200707060547";"2020-07-07";"8";"5";"PBK004"
"39857";"48.7202";"2.26209";"17.15";"2.33";"10";"10";"10";"20200707060608";"2020-07-07";"8";"6";"PBK002"
"39858";"48.7201";"2.26226";"14.6";"17.24";"10";"10";"10";"20200707060623";"2020-07-07";"8";"6";"PBK004"
"39859";"48.7191";"2.26406";"54.91";"24.58";"10";"10";"10";"20200707060643";"2020-07-07";"8";"6";"PBK002"
"39860";"48.719";"2.26524";"3.45";"1.23";"10";"10";"10";"20200707060658";"2020-07-07";"8";"6";"PBK004"
"39861";"48.7189";"2.26694";"178.92";"6.5";"10";"10";"10";"20200707060720";"2020-07-07";"8";"7";"PBK002"
"39862";"48.7194";"2.26613";"10.66";"43.22";"10";"10";"10";"20200707060733";"2020-07-07";"8";"7";"PBK004"
"39863";"48.7202";"2.26765";"23.24";"18.16";"10";"10";"10";"20200707060755";"2020-07-07";"8";"7";"PBK002"
"39864";"48.7205";"2.26727";"234.96";"8.32";"10";"10";"10";"20200707060808";"2020-07-07";"8";"8";"PBK004"
"39865";"48.7215";"2.26823";"21.36";"1.37";"10";"10";"10";"20200707060830";"2020-07-07";"8";"8";"PBK002"
"39866";"48.7222";"2.26812";"38.14";"13.56";"10";"10";"10";"20200707060843";"2020-07-07";"8";"8";"PBK004"
"39867";"48.7231";"2.26702";"50.14";"13.09";"10";"10";"10";"20200707060905";"2020-07-07";"8";"9";"PBK002"
"39868";"48.7233";"2.26615";"41.84";"17.94";"10";"10";"10";"20200707060919";"2020-07-07";"8";"9";"PBK004"
"39869";"48.7237";"2.26631";"65.19";"11.2";"10";"10";"10";"20200707060941";"2020-07-07";"8";"9";"PBK002"
"39870";"48.7237";"2.26638";"33.39";"9.2";"10";"10";"10";"20200707060953";"2020-07-07";"8";"9";"PBK004"
"39871";"48.7244";"2.26815";"154.91";"6.38";"10";"10";"10";"20200707061016";"2020-07-07";"8";"10";"PBK002"
"39872";"48.7243";"2.26811";"17.59";"3.2";"10";"10";"10";"20200707061029";"2020-07-07";"8";"10";"PBK004"
"39873";"48.725";"2.26812";"15.61";"21.24";"10";"10";"10";"20200707061051";"2020-07-07";"8";"10";"PBK002"
"39874";"48.7256";"2.26739";"27.98";"17.12";"10";"10";"10";"20200707061104";"2020-07-07";"8";"11";"PBK004"
"39875";"48.727";"2.26763";"12.95";"0";"10";"10";"10";"20200707061139";"2020-07-07";"8";"11";"PBK004"
"39876";"48.7278";"2.26922";"32.29";"22.13";"10";"10";"10";"20200707061159";"2020-07-07";"8";"11";"PBK002"
"39877";"48.7285";"2.27034";"127.46";"10.62";"10";"10";"10";"20200707061216";"2020-07-07";"8";"12";"PBK004"
"39878";"48.7294";"2.2699";"44.74";"12.31";"10";"10";"10";"20200707061233";"2020-07-07";"8";"12";"PBK002"
"39879";"48.73";"2.27019";"25.95";"25.63";"10";"10";"10";"20200707061251";"2020-07-07";"8";"12";"PBK004"
"39880";"48.7304";"2.27143";"47.62";"8.82";"10";"10";"10";"20200707061308";"2020-07-07";"8";"13";"PBK002"
"39881";"48.7303";"2.27374";"68.14";"15.19";"10";"10";"10";"20200707061343";"2020-07-07";"8";"13";"PBK002"
"39882";"48.7295";"2.27558";"30.26";"10.73";"10";"10";"10";"20200707061409";"2020-07-07";"8";"14";"PBK004"
"39883";"48.7293";"2.27618";"84.65";"15.52";"10";"10";"10";"20200707061419";"2020-07-07";"8";"14";"PBK002"
"39884";"48.7285";"2.27784";"20.27";"12.37";"10";"10";"10";"20200707061444";"2020-07-07";"8";"14";"PBK004"
"39885";"48.7284";"2.2787";"16.61";"15.42";"10";"10";"10";"20200707061454";"2020-07-07";"8";"14";"PBK002"
"39886";"48.7276";"2.28039";"24.63";"9.01";"10";"10";"10";"20200707061519";"2020-07-07";"8";"15";"PBK004"
"39887";"48.7276";"2.2813";"26.97";"15.95";"10";"10";"10";"20200707061529";"2020-07-07";"8";"15";"PBK002"
